airport1,airport2,airport3,min
GRR,ORD,MSN,194.25
MSN,ORD,GRR,194.25
GRR,ORD,MSN,195.0
MSN,ORD,GRR,195.0
GRR,ORD,MSN,195.75
MSN,ORD,GRR,195.75
GRR,ORD,MSN,196.5
GRR,ORD,MSN,196.5
MSN,ORD,GRR,196.5
MSN,ORD,GRR,196.5
GRR,ORD,MSN,197.25
GRR,ORD,MSN,197.25
MSN,ORD,GRR,197.25
MSN,ORD,GRR,197.25
GRR,ORD,MSN,198.0
MSN,ORD,GRR,198.0
GRR,ORD,MSN,198.75
MSN,ORD,GRR,198.75
GRR,ORD,MSN,199.5
MSN,ORD,GRR,199.5
MSN,ORD,IND,230.25
IND,ORD,MSN,230.25
MSN,ORD,IND,232.5
IND,ORD,MSN,232.5
GRR,ORD,IND,252.0
IND,ORD,GRR,252.0
GRR,ORD,IND,252.75
IND,ORD,GRR,252.75
GRR,ORD,IND,253.5
IND,ORD,GRR,253.5
GRR,ORD,IND,254.25
IND,ORD,GRR,254.25
GRR,ORD,IND,255.0
IND,ORD,GRR,255.0
AUS,IAH,SAT,263.25
SAT,IAH,AUS,263.25
FSD,MSP,DLH,270.75
DLH,MSP,FSD,270.75
FSD,MSP,DLH,271.5
FSD,MSP,DLH,271.5
FSD,MSP,DLH,271.5
FSD,MSP,DLH,271.5
FSD,MSP,DLH,271.5
DLH,MSP,FSD,271.5
DLH,MSP,FSD,271.5
DLH,MSP,FSD,271.5
DLH,MSP,FSD,271.5
DLH,MSP,FSD,271.5
CRP,IAH,AUS,271.5
CRP,IAH,AUS,271.5
CRP,IAH,AUS,271.5
CRP,IAH,AUS,271.5
CRP,IAH,AUS,271.5
CRP,IAH,AUS,271.5
CRP,IAH,AUS,271.5
AUS,IAH,CRP,271.5
AUS,IAH,CRP,271.5
AUS,IAH,CRP,271.5
AUS,IAH,CRP,271.5
AUS,IAH,CRP,271.5
AUS,IAH,CRP,271.5
AUS,IAH,CRP,271.5
FSD,MSP,DLH,272.25
FSD,MSP,DLH,272.25
FSD,MSP,DLH,272.25
FSD,MSP,DLH,272.25
FSD,MSP,DLH,272.25
FSD,MSP,DLH,272.25
FSD,MSP,DLH,272.25
FSD,MSP,DLH,272.25
DLH,MSP,FSD,272.25
DLH,MSP,FSD,272.25
DLH,MSP,FSD,272.25
DLH,MSP,FSD,272.25
DLH,MSP,FSD,272.25
DLH,MSP,FSD,272.25
DLH,MSP,FSD,272.25
DLH,MSP,FSD,272.25
CRP,IAH,AUS,272.25
AUS,IAH,CRP,272.25
FSD,MSP,DLH,273.0
FSD,MSP,DLH,273.0
FSD,MSP,DLH,273.0
FSD,MSP,DLH,273.0
FSD,MSP,DLH,273.0
DLH,MSP,FSD,273.0
DLH,MSP,FSD,273.0
DLH,MSP,FSD,273.0
DLH,MSP,FSD,273.0
DLH,MSP,FSD,273.0
CRP,IAH,AUS,273.0
AUS,IAH,CRP,273.0
FSD,MSP,DLH,273.75
DLH,MSP,FSD,273.75
AUS,IAH,DFW,289.5
DFW,IAH,AUS,289.5
CVG,ORD,MSN,296.25
CVG,ORD,MSN,296.25
MSN,ORD,CVG,296.25
MSN,ORD,CVG,296.25
CVG,ORD,MSN,297.0
MSN,ORD,CVG,297.0
CVG,ORD,MSN,297.75
MSN,ORD,CVG,297.75
CVG,ORD,MSN,298.5
CVG,ORD,MSN,298.5
MSN,ORD,CVG,298.5
MSN,ORD,CVG,298.5
CVG,ORD,MSN,299.25
MSN,ORD,CVG,299.25
CVG,ORD,MSN,300.0
MSN,ORD,CVG,300.0
CRP,IAH,SAT,311.25
CRP,IAH,SAT,311.25
CRP,IAH,SAT,311.25
CRP,IAH,SAT,311.25
CRP,IAH,SAT,311.25
CRP,IAH,SAT,311.25
CRP,IAH,SAT,311.25
SAT,IAH,CRP,311.25
SAT,IAH,CRP,311.25
SAT,IAH,CRP,311.25
SAT,IAH,CRP,311.25
SAT,IAH,CRP,311.25
SAT,IAH,CRP,311.25
SAT,IAH,CRP,311.25
CRP,IAH,SAT,312.0
SAT,IAH,CRP,312.0
CRP,IAH,SAT,312.75
SAT,IAH,CRP,312.75
GRR,ORD,CVG,318.0
GRR,ORD,CVG,318.0
CVG,ORD,GRR,318.0
CVG,ORD,GRR,318.0
GRR,ORD,CVG,318.75
GRR,ORD,CVG,318.75
GRR,ORD,CVG,318.75
CVG,ORD,GRR,318.75
CVG,ORD,GRR,318.75
CVG,ORD,GRR,318.75
GRR,ORD,CVG,319.5
GRR,ORD,CVG,319.5
GRR,ORD,CVG,319.5
GRR,ORD,CVG,319.5
CVG,ORD,GRR,319.5
CVG,ORD,GRR,319.5
CVG,ORD,GRR,319.5
CVG,ORD,GRR,319.5
GRR,ORD,CVG,320.25
GRR,ORD,CVG,320.25
GRR,ORD,CVG,320.25
GRR,ORD,CVG,320.25
CVG,ORD,GRR,320.25
CVG,ORD,GRR,320.25
CVG,ORD,GRR,320.25
CVG,ORD,GRR,320.25
CMH,ORD,MSN,321.0
MSN,ORD,CMH,321.0
GRR,ORD,CVG,321.0
GRR,ORD,CVG,321.0
GRR,ORD,CVG,321.0
GRR,ORD,CVG,321.0
CVG,ORD,GRR,321.0
CVG,ORD,GRR,321.0
CVG,ORD,GRR,321.0
CVG,ORD,GRR,321.0
GRR,ORD,CVG,321.75
GRR,ORD,CVG,321.75
CVG,ORD,GRR,321.75
CVG,ORD,GRR,321.75
GRR,ORD,CVG,322.5
CVG,ORD,GRR,322.5
CMH,ORD,MSN,323.25
CMH,ORD,MSN,323.25
MSN,ORD,CMH,323.25
MSN,ORD,CMH,323.25
CMH,ORD,MSN,325.5
MSN,ORD,CMH,325.5
DFW,IAH,SAT,329.25
SAT,IAH,DFW,329.25
CRP,IAH,DFW,337.5
CRP,IAH,DFW,337.5
CRP,IAH,DFW,337.5
CRP,IAH,DFW,337.5
CRP,IAH,DFW,337.5
CRP,IAH,DFW,337.5
CRP,IAH,DFW,337.5
DFW,IAH,CRP,337.5
DFW,IAH,CRP,337.5
DFW,IAH,CRP,337.5
DFW,IAH,CRP,337.5
DFW,IAH,CRP,337.5
DFW,IAH,CRP,337.5
DFW,IAH,CRP,337.5
CRP,IAH,DFW,338.25
DFW,IAH,CRP,338.25
CRP,IAH,DFW,339.0
DFW,IAH,CRP,339.0
GRR,ORD,CMH,342.75
CMH,ORD,GRR,342.75
GRR,ORD,CMH,343.5
CMH,ORD,GRR,343.5
GRR,ORD,CMH,344.25
CMH,ORD,GRR,344.25
GRR,ORD,CMH,345.0
GRR,ORD,CMH,345.0
CMH,ORD,GRR,345.0
CMH,ORD,GRR,345.0
GRR,ORD,CMH,345.75
GRR,ORD,CMH,345.75
CMH,ORD,GRR,345.75
CMH,ORD,GRR,345.75
GRR,ORD,CMH,346.5
CMH,ORD,GRR,346.5
GRR,ORD,CMH,347.25
CMH,ORD,GRR,347.25
GRR,ORD,CMH,348.0
CMH,ORD,GRR,348.0
MSN,ORD,MSP,349.5
MSN,ORD,MSP,349.5
MSP,ORD,MSN,349.5
MSP,ORD,MSN,349.5
MSN,ORD,MSP,351.0
MSP,ORD,MSN,351.0
MSN,ORD,MSP,351.75
MSN,ORD,MSP,351.75
MSP,ORD,MSN,351.75
MSP,ORD,MSN,351.75
FAT,LAX,LAS,352.5
FAT,LAX,LAS,352.5
LAS,LAX,FAT,352.5
LAS,LAX,FAT,352.5
MSN,ORD,MSP,353.25
MSP,ORD,MSN,353.25
FAT,LAX,LAS,353.25
FAT,LAX,LAS,353.25
FAT,LAX,LAS,353.25
FAT,LAX,LAS,353.25
LAS,LAX,FAT,353.25
LAS,LAX,FAT,353.25
LAS,LAX,FAT,353.25
LAS,LAX,FAT,353.25
CVG,ORD,IND,354.0
CVG,ORD,IND,354.0
FAT,LAX,LAS,354.0
IND,ORD,CVG,354.0
IND,ORD,CVG,354.0
LAS,LAX,FAT,354.0
CVG,ORD,IND,354.75
IND,ORD,CVG,354.75
CVG,ORD,IND,355.5
FAT,LAX,LAS,355.5
IND,ORD,CVG,355.5
LAS,LAX,FAT,355.5
MFE,IAH,AUS,361.5
AUS,IAH,MFE,361.5
GRR,ORD,MSP,371.25
GRR,ORD,MSP,371.25
MSP,ORD,GRR,371.25
MSP,ORD,GRR,371.25
GRR,ORD,MSP,372.0
GRR,ORD,MSP,372.0
MSP,ORD,GRR,372.0
MSP,ORD,GRR,372.0
GRR,ORD,MSP,372.75
GRR,ORD,MSP,372.75
GRR,ORD,MSP,372.75
MSP,ORD,GRR,372.75
MSP,ORD,GRR,372.75
MSP,ORD,GRR,372.75
GRR,ORD,MSP,373.5
GRR,ORD,MSP,373.5
GRR,ORD,MSP,373.5
MSP,ORD,GRR,373.5
MSP,ORD,GRR,373.5
MSP,ORD,GRR,373.5
GRR,ORD,MSP,374.25
GRR,ORD,MSP,374.25
GRR,ORD,MSP,374.25
MSP,ORD,GRR,374.25
MSP,ORD,GRR,374.25
MSP,ORD,GRR,374.25
GRR,ORD,MSP,375.0
MSP,ORD,GRR,375.0
GRR,ORD,MSP,375.75
MSP,ORD,GRR,375.75
DLH,MSP,ORD,378.75
DLH,MSP,ORD,378.75
CMH,ORD,IND,378.75
IND,ORD,CMH,378.75
ORD,MSP,DLH,378.75
ORD,MSP,DLH,378.75
DLH,MSP,ORD,379.5
DLH,MSP,ORD,379.5
DLH,MSP,ORD,379.5
DLH,MSP,ORD,379.5
ORD,MSP,DLH,379.5
ORD,MSP,DLH,379.5
ORD,MSP,DLH,379.5
ORD,MSP,DLH,379.5
DLH,MSP,ORD,380.25
DLH,MSP,ORD,380.25
DLH,MSP,ORD,380.25
ORD,MSP,DLH,380.25
ORD,MSP,DLH,380.25
ORD,MSP,DLH,380.25
DLH,MSP,ORD,381.0
DLH,MSP,ORD,381.0
CMH,ORD,IND,381.0
IND,ORD,CMH,381.0
ORD,MSP,DLH,381.0
ORD,MSP,DLH,381.0
DLH,MSP,ORD,381.75
ORD,MSP,DLH,381.75
MFE,IAH,SAT,401.25
SAT,IAH,MFE,401.25
IND,ORD,MSP,407.25
IND,ORD,MSP,407.25
MSP,ORD,IND,407.25
MSP,ORD,IND,407.25
IND,ORD,MSP,408.75
MSP,ORD,IND,408.75
PIT,ORD,MSN,409.5
PIT,ORD,MSN,409.5
BNA,ORD,MSN,409.5
MSN,ORD,BNA,409.5
MSN,ORD,PIT,409.5
MSN,ORD,PIT,409.5
CRP,IAH,MFE,409.5
CRP,IAH,MFE,409.5
CRP,IAH,MFE,409.5
CRP,IAH,MFE,409.5
CRP,IAH,MFE,409.5
CRP,IAH,MFE,409.5
CRP,IAH,MFE,409.5
MFE,IAH,CRP,409.5
MFE,IAH,CRP,409.5
MFE,IAH,CRP,409.5
MFE,IAH,CRP,409.5
MFE,IAH,CRP,409.5
MFE,IAH,CRP,409.5
MFE,IAH,CRP,409.5
PIT,ORD,MSN,410.25
BNA,ORD,MSN,410.25
BNA,ORD,MSN,410.25
BNA,ORD,MSN,410.25
MSN,ORD,BNA,410.25
MSN,ORD,BNA,410.25
MSN,ORD,BNA,410.25
MSN,ORD,PIT,410.25
CRP,IAH,MFE,410.25
MFE,IAH,CRP,410.25
PIT,ORD,MSN,411.0
BNA,ORD,MSN,411.0
BNA,ORD,MSN,411.0
BNA,ORD,MSN,411.0
MSN,ORD,BNA,411.0
MSN,ORD,BNA,411.0
MSN,ORD,BNA,411.0
MSN,ORD,PIT,411.0
CRP,IAH,MFE,411.0
MFE,IAH,CRP,411.0
PIT,ORD,MSN,411.75
PIT,ORD,MSN,411.75
BNA,ORD,MSN,411.75
BNA,ORD,MSN,411.75
MSN,ORD,BNA,411.75
MSN,ORD,BNA,411.75
MSN,ORD,PIT,411.75
MSN,ORD,PIT,411.75
PIT,ORD,MSN,412.5
BNA,ORD,MSN,412.5
BNA,ORD,MSN,412.5
BNA,ORD,MSN,412.5
OMA,ORD,MSN,412.5
MSN,ORD,BNA,412.5
MSN,ORD,BNA,412.5
MSN,ORD,BNA,412.5
MSN,ORD,PIT,412.5
MSN,ORD,OMA,412.5
PIT,ORD,MSN,413.25
BNA,ORD,MSN,413.25
BNA,ORD,MSN,413.25
BNA,ORD,MSN,413.25
BNA,ORD,MSN,413.25
MSN,ORD,BNA,413.25
MSN,ORD,BNA,413.25
MSN,ORD,BNA,413.25
MSN,ORD,BNA,413.25
MSN,ORD,PIT,413.25
BNA,ORD,MSN,414.0
OMA,ORD,MSN,414.0
MSN,ORD,BNA,414.0
MSN,ORD,OMA,414.0
OMA,ORD,MSN,414.75
OMA,ORD,MSN,414.75
OMA,ORD,MSN,414.75
MSN,ORD,OMA,414.75
MSN,ORD,OMA,414.75
MSN,ORD,OMA,414.75
BNA,ORD,MSN,415.5
MSN,ORD,BNA,415.5
OMA,ORD,MSN,416.25
MSN,ORD,OMA,416.25
OMA,ORD,MSN,417.0
OMA,ORD,MSN,417.0
MSN,ORD,OMA,417.0
MSN,ORD,OMA,417.0
RNO,SFO,LAX,418.5
FSD,MSP,ORD,418.5
FSD,MSP,ORD,418.5
ORD,MSP,FSD,418.5
ORD,MSP,FSD,418.5
LAX,SFO,RNO,418.5
FSD,MSP,ORD,419.25
FSD,MSP,ORD,419.25
FSD,MSP,ORD,419.25
FSD,MSP,ORD,419.25
FSD,MSP,ORD,419.25
FSD,MSP,ORD,419.25
ORD,MSP,FSD,419.25
ORD,MSP,FSD,419.25
ORD,MSP,FSD,419.25
ORD,MSP,FSD,419.25
ORD,MSP,FSD,419.25
ORD,MSP,FSD,419.25
FSD,MSP,ORD,420.0
FSD,MSP,ORD,420.0
FSD,MSP,ORD,420.0
ORD,MSP,FSD,420.0
ORD,MSP,FSD,420.0
ORD,MSP,FSD,420.0
FSD,MSP,ORD,420.75
FSD,MSP,ORD,420.75
FSD,MSP,ORD,420.75
ORD,MSP,FSD,420.75
ORD,MSP,FSD,420.75
ORD,MSP,FSD,420.75
FSD,MSP,ORD,421.5
ORD,MSP,FSD,421.5
MFE,IAH,DFW,427.5
DFW,IAH,MFE,427.5
GRR,ORD,BNA,431.25
GRR,ORD,PIT,431.25
GRR,ORD,PIT,431.25
PIT,ORD,GRR,431.25
PIT,ORD,GRR,431.25
BNA,ORD,GRR,431.25
FAT,LAX,SFO,432.0
FAT,LAX,SFO,432.0
GRR,ORD,BNA,432.0
GRR,ORD,BNA,432.0
GRR,ORD,BNA,432.0
GRR,ORD,BNA,432.0
SFO,LAX,FAT,432.0
SFO,LAX,FAT,432.0
GRR,ORD,PIT,432.0
GRR,ORD,PIT,432.0
GRR,ORD,PIT,432.0
PIT,ORD,GRR,432.0
PIT,ORD,GRR,432.0
BNA,ORD,GRR,432.0
PIT,ORD,GRR,432.0
BNA,ORD,GRR,432.0
BNA,ORD,GRR,432.0
BNA,ORD,GRR,432.0
FAT,LAX,SFO,432.75
FAT,LAX,SFO,432.75
FAT,LAX,SFO,432.75
FAT,LAX,SFO,432.75
SGF,ORD,MSN,432.75
GRR,ORD,BNA,432.75
GRR,ORD,BNA,432.75
GRR,ORD,BNA,432.75
GRR,ORD,BNA,432.75
GRR,ORD,BNA,432.75
GRR,ORD,BNA,432.75
GRR,ORD,BNA,432.75
SFO,LAX,FAT,432.75
SFO,LAX,FAT,432.75
SFO,LAX,FAT,432.75
SFO,LAX,FAT,432.75
GRR,ORD,PIT,432.75
GRR,ORD,PIT,432.75
GRR,ORD,PIT,432.75
GRR,ORD,PIT,432.75
MSN,ORD,SGF,432.75
PIT,ORD,GRR,432.75
PIT,ORD,GRR,432.75
BNA,ORD,GRR,432.75
PIT,ORD,GRR,432.75
BNA,ORD,GRR,432.75
BNA,ORD,GRR,432.75
BNA,ORD,GRR,432.75
PIT,ORD,GRR,432.75
BNA,ORD,GRR,432.75
BNA,ORD,GRR,432.75
BNA,ORD,GRR,432.75
FAT,LAX,SFO,433.5
GRR,ORD,BNA,433.5
GRR,ORD,BNA,433.5
GRR,ORD,BNA,433.5
GRR,ORD,BNA,433.5
GRR,ORD,BNA,433.5
GRR,ORD,BNA,433.5
GRR,ORD,BNA,433.5
GRR,ORD,BNA,433.5
SFO,LAX,FAT,433.5
GRR,ORD,PIT,433.5
GRR,ORD,PIT,433.5
GRR,ORD,PIT,433.5
GRR,ORD,PIT,433.5
PIT,ORD,GRR,433.5
BNA,ORD,GRR,433.5
BNA,ORD,GRR,433.5
BNA,ORD,GRR,433.5
PIT,ORD,GRR,433.5
PIT,ORD,GRR,433.5
BNA,ORD,GRR,433.5
PIT,ORD,GRR,433.5
BNA,ORD,GRR,433.5
BNA,ORD,GRR,433.5
BNA,ORD,GRR,433.5
BNA,ORD,GRR,433.5
GRR,ORD,BNA,434.25
GRR,ORD,BNA,434.25
GRR,ORD,BNA,434.25
GRR,ORD,BNA,434.25
GRR,ORD,BNA,434.25
GRR,ORD,BNA,434.25
GRR,ORD,BNA,434.25
GRR,ORD,BNA,434.25
GRR,ORD,PIT,434.25
GRR,ORD,PIT,434.25
GRR,ORD,PIT,434.25
GRR,ORD,PIT,434.25
GRR,ORD,OMA,434.25
PIT,ORD,GRR,434.25
BNA,ORD,GRR,434.25
BNA,ORD,GRR,434.25
BNA,ORD,GRR,434.25
PIT,ORD,GRR,434.25
BNA,ORD,GRR,434.25
BNA,ORD,GRR,434.25
BNA,ORD,GRR,434.25
BNA,ORD,GRR,434.25
PIT,ORD,GRR,434.25
PIT,ORD,GRR,434.25
BNA,ORD,GRR,434.25
OMA,ORD,GRR,434.25
FAT,LAX,SFO,435.0
SGF,ORD,MSN,435.0
GRR,ORD,BNA,435.0
GRR,ORD,BNA,435.0
GRR,ORD,BNA,435.0
GRR,ORD,BNA,435.0
GRR,ORD,BNA,435.0
GRR,ORD,BNA,435.0
GRR,ORD,BNA,435.0
GRR,ORD,BNA,435.0
SFO,LAX,FAT,435.0
GRR,ORD,PIT,435.0
GRR,ORD,PIT,435.0
GRR,ORD,OMA,435.0
MSN,ORD,SGF,435.0
BNA,ORD,GRR,435.0
PIT,ORD,GRR,435.0
BNA,ORD,GRR,435.0
BNA,ORD,GRR,435.0
BNA,ORD,GRR,435.0
OMA,ORD,GRR,435.0
PIT,ORD,GRR,435.0
BNA,ORD,GRR,435.0
BNA,ORD,GRR,435.0
BNA,ORD,GRR,435.0
BNA,ORD,GRR,435.0
GRR,ORD,BNA,435.75
GRR,ORD,BNA,435.75
GRR,ORD,BNA,435.75
GRR,ORD,BNA,435.75
GRR,ORD,BNA,435.75
GRR,ORD,PIT,435.75
GRR,ORD,OMA,435.75
GRR,ORD,OMA,435.75
OMA,ORD,GRR,435.75
BNA,ORD,GRR,435.75
BNA,ORD,GRR,435.75
PIT,ORD,GRR,435.75
BNA,ORD,GRR,435.75
BNA,ORD,GRR,435.75
BNA,ORD,GRR,435.75
OMA,ORD,GRR,435.75
GRR,ORD,BNA,436.5
GRR,ORD,BNA,436.5
GRR,ORD,OMA,436.5
GRR,ORD,OMA,436.5
GRR,ORD,OMA,436.5
GRR,ORD,OMA,436.5
BNA,ORD,GRR,436.5
OMA,ORD,GRR,436.5
OMA,ORD,GRR,436.5
BNA,ORD,GRR,436.5
OMA,ORD,GRR,436.5
OMA,ORD,GRR,436.5
GRR,ORD,BNA,437.25
GRR,ORD,OMA,437.25
GRR,ORD,OMA,437.25
GRR,ORD,OMA,437.25
GRR,ORD,OMA,437.25
OMA,ORD,GRR,437.25
BNA,ORD,GRR,437.25
OMA,ORD,GRR,437.25
OMA,ORD,GRR,437.25
OMA,ORD,GRR,437.25
GRR,ORD,BNA,438.0
GRR,ORD,OMA,438.0
GRR,ORD,OMA,438.0
GRR,ORD,OMA,438.0
OMA,ORD,GRR,438.0
OMA,ORD,GRR,438.0
OMA,ORD,GRR,438.0
BNA,ORD,GRR,438.0
GRR,ORD,OMA,438.75
GRR,ORD,OMA,438.75
GRR,ORD,OMA,438.75
OMA,ORD,GRR,438.75
OMA,ORD,GRR,438.75
OMA,ORD,GRR,438.75
GRR,ORD,OMA,439.5
GRR,ORD,OMA,439.5
OMA,ORD,GRR,439.5
OMA,ORD,GRR,439.5
CVG,ORD,CMH,444.75
CVG,ORD,CMH,444.75
CMH,ORD,CVG,444.75
CMH,ORD,CVG,444.75
CVG,ORD,CMH,445.5
CMH,ORD,CVG,445.5
CVG,ORD,CMH,446.25
CMH,ORD,CVG,446.25
RNO,SFO,SNA,447.0
CVG,ORD,CMH,447.0
CVG,ORD,CMH,447.0
CMH,ORD,CVG,447.0
CMH,ORD,CVG,447.0
SNA,SFO,RNO,447.0
CVG,ORD,CMH,447.75
CMH,ORD,CVG,447.75
CVG,ORD,CMH,448.5
CMH,ORD,CVG,448.5
TUL,IAH,AUS,448.5
AUS,IAH,TUL,448.5
AZO,DTW,BNA,450.0
BNA,DTW,AZO,450.0
AZO,DTW,BNA,450.75
AZO,DTW,BNA,450.75
AZO,DTW,BNA,450.75
AZO,DTW,BNA,450.75
AZO,DTW,BNA,450.75
AZO,DTW,BNA,450.75
AZO,DTW,BNA,450.75
AZO,DTW,BNA,450.75
AZO,DTW,BNA,450.75
AZO,DTW,BNA,450.75
AZO,DTW,BNA,450.75
AZO,DTW,BNA,450.75
AZO,DTW,BNA,450.75
AZO,DTW,BNA,450.75
BNA,DTW,AZO,450.75
BNA,DTW,AZO,450.75
BNA,DTW,AZO,450.75
BNA,DTW,AZO,450.75
BNA,DTW,AZO,450.75
BNA,DTW,AZO,450.75
BNA,DTW,AZO,450.75
BNA,DTW,AZO,450.75
BNA,DTW,AZO,450.75
BNA,DTW,AZO,450.75
BNA,DTW,AZO,450.75
BNA,DTW,AZO,450.75
BNA,DTW,AZO,450.75
BNA,DTW,AZO,450.75
AZO,DTW,BNA,451.5
AZO,DTW,BNA,451.5
AZO,DTW,BNA,451.5
AZO,DTW,BNA,451.5
AZO,DTW,BNA,451.5
AZO,DTW,BNA,451.5
AZO,DTW,BNA,451.5
AZO,DTW,BNA,451.5
AZO,DTW,BNA,451.5
AZO,DTW,BNA,451.5
BNA,DTW,AZO,451.5
BNA,DTW,AZO,451.5
BNA,DTW,AZO,451.5
BNA,DTW,AZO,451.5
BNA,DTW,AZO,451.5
BNA,DTW,AZO,451.5
BNA,DTW,AZO,451.5
BNA,DTW,AZO,451.5
BNA,DTW,AZO,451.5
BNA,DTW,AZO,451.5
AZO,DTW,BNA,452.25
AZO,DTW,BNA,452.25
AZO,DTW,BNA,452.25
AZO,DTW,BNA,452.25
AZO,DTW,BNA,452.25
AZO,DTW,BNA,452.25
AZO,DTW,BNA,452.25
AZO,DTW,BNA,452.25
AZO,DTW,BNA,452.25
AZO,DTW,BNA,452.25
AZO,DTW,BNA,452.25
AZO,DTW,BNA,452.25
AZO,DTW,BNA,452.25
AZO,DTW,BNA,452.25
AZO,DTW,BNA,452.25
AZO,DTW,BNA,452.25
AZO,DTW,BNA,452.25
AZO,DTW,BNA,452.25
AZO,DTW,BNA,452.25
AZO,DTW,BNA,452.25
AZO,DTW,BNA,452.25
AZO,DTW,BNA,452.25
AZO,DTW,BNA,452.25
AZO,DTW,BNA,452.25
AZO,DTW,BNA,452.25
BNA,DTW,AZO,452.25
BNA,DTW,AZO,452.25
BNA,DTW,AZO,452.25
BNA,DTW,AZO,452.25
BNA,DTW,AZO,452.25
BNA,DTW,AZO,452.25
BNA,DTW,AZO,452.25
BNA,DTW,AZO,452.25
BNA,DTW,AZO,452.25
BNA,DTW,AZO,452.25
BNA,DTW,AZO,452.25
BNA,DTW,AZO,452.25
BNA,DTW,AZO,452.25
BNA,DTW,AZO,452.25
BNA,DTW,AZO,452.25
BNA,DTW,AZO,452.25
BNA,DTW,AZO,452.25
BNA,DTW,AZO,452.25
BNA,DTW,AZO,452.25
BNA,DTW,AZO,452.25
BNA,DTW,AZO,452.25
BNA,DTW,AZO,452.25
BNA,DTW,AZO,452.25
BNA,DTW,AZO,452.25
BNA,DTW,AZO,452.25
LAS,LAX,SFO,453.0
SFO,LAX,LAS,453.0
AZO,DTW,BNA,453.0
AZO,DTW,BNA,453.0
AZO,DTW,BNA,453.0
AZO,DTW,BNA,453.0
AZO,DTW,BNA,453.0
AZO,DTW,BNA,453.0
AZO,DTW,BNA,453.0
AZO,DTW,BNA,453.0
AZO,DTW,BNA,453.0
AZO,DTW,BNA,453.0
AZO,DTW,BNA,453.0
AZO,DTW,BNA,453.0
AZO,DTW,BNA,453.0
AZO,DTW,BNA,453.0
AZO,DTW,BNA,453.0
AZO,DTW,BNA,453.0
AZO,DTW,BNA,453.0
AZO,DTW,BNA,453.0
AZO,DTW,BNA,453.0
AZO,DTW,BNA,453.0
AZO,DTW,BNA,453.0
AZO,DTW,BNA,453.0
AZO,DTW,BNA,453.0
AZO,DTW,BNA,453.0
AZO,DTW,BNA,453.0
AZO,DTW,BNA,453.0
BNA,DTW,AZO,453.0
BNA,DTW,AZO,453.0
BNA,DTW,AZO,453.0
BNA,DTW,AZO,453.0
BNA,DTW,AZO,453.0
BNA,DTW,AZO,453.0
BNA,DTW,AZO,453.0
BNA,DTW,AZO,453.0
BNA,DTW,AZO,453.0
BNA,DTW,AZO,453.0
BNA,DTW,AZO,453.0
BNA,DTW,AZO,453.0
BNA,DTW,AZO,453.0
BNA,DTW,AZO,453.0
BNA,DTW,AZO,453.0
BNA,DTW,AZO,453.0
BNA,DTW,AZO,453.0
BNA,DTW,AZO,453.0
BNA,DTW,AZO,453.0
BNA,DTW,AZO,453.0
BNA,DTW,AZO,453.0
BNA,DTW,AZO,453.0
BNA,DTW,AZO,453.0
BNA,DTW,AZO,453.0
BNA,DTW,AZO,453.0
BNA,DTW,AZO,453.0
AZO,DTW,BNA,453.75
AZO,DTW,BNA,453.75
AZO,DTW,BNA,453.75
AZO,DTW,BNA,453.75
AZO,DTW,BNA,453.75
AZO,DTW,BNA,453.75
AZO,DTW,BNA,453.75
AZO,DTW,BNA,453.75
AZO,DTW,BNA,453.75
AZO,DTW,BNA,453.75
AZO,DTW,BNA,453.75
AZO,DTW,BNA,453.75
AZO,DTW,BNA,453.75
AZO,DTW,BNA,453.75
AZO,DTW,BNA,453.75
AZO,DTW,BNA,453.75
AZO,DTW,BNA,453.75
AZO,DTW,BNA,453.75
AZO,DTW,BNA,453.75
BNA,DTW,AZO,453.75
BNA,DTW,AZO,453.75
BNA,DTW,AZO,453.75
BNA,DTW,AZO,453.75
BNA,DTW,AZO,453.75
BNA,DTW,AZO,453.75
BNA,DTW,AZO,453.75
BNA,DTW,AZO,453.75
BNA,DTW,AZO,453.75
BNA,DTW,AZO,453.75
BNA,DTW,AZO,453.75
BNA,DTW,AZO,453.75
BNA,DTW,AZO,453.75
BNA,DTW,AZO,453.75
BNA,DTW,AZO,453.75
BNA,DTW,AZO,453.75
BNA,DTW,AZO,453.75
BNA,DTW,AZO,453.75
BNA,DTW,AZO,453.75
AZO,DTW,BNA,454.5
AZO,DTW,BNA,454.5
AZO,DTW,BNA,454.5
AZO,DTW,BNA,454.5
AZO,DTW,BNA,454.5
AZO,DTW,BNA,454.5
AZO,DTW,BNA,454.5
AZO,DTW,BNA,454.5
AZO,DTW,BNA,454.5
AZO,DTW,BNA,454.5
AZO,DTW,BNA,454.5
AZO,DTW,BNA,454.5
AZO,DTW,BNA,454.5
AZO,DTW,BNA,454.5
BNA,DTW,AZO,454.5
BNA,DTW,AZO,454.5
BNA,DTW,AZO,454.5
BNA,DTW,AZO,454.5
BNA,DTW,AZO,454.5
BNA,DTW,AZO,454.5
BNA,DTW,AZO,454.5
BNA,DTW,AZO,454.5
BNA,DTW,AZO,454.5
BNA,DTW,AZO,454.5
BNA,DTW,AZO,454.5
BNA,DTW,AZO,454.5
BNA,DTW,AZO,454.5
BNA,DTW,AZO,454.5
GRR,ORD,SGF,454.5
SGF,ORD,GRR,454.5
AZO,DTW,BNA,455.25
AZO,DTW,BNA,455.25
